No.	Name	Description	Block ID	Block	Sub-Block	
1027	GGI4	topological charge index of order 4	8	2D autocorrelations	Topological charge autocorrelations	5
1028	GGI5	topological charge index of order 5	8	2D autocorrelations	Topological charge autocorrelations	5
1029	GGI6	topological charge index of order 6	8	2D autocorrelations	Topological charge autocorrelations	5
1030	GGI7	topological charge index of order 7	8	2D autocorrelations	Topological charge autocorrelations	5
1031	GGI8	topological charge index of order 8	8	2D autocorrelations	Topological charge autocorrelations	5
1032	GGI9	topological charge index of order 9	8	2D autocorrelations	Topological charge autocorrelations	5
1033	GGI10	topological charge index of order 10	8	2D autocorrelations	Topological charge autocorrelations	5
1034	JGI1	mean topological charge index of order 1	8	2D autocorrelations	Topological charge autocorrelations	5
1035	JGI2	mean topological charge index of order 2	8	2D autocorrelations	Topological charge autocorrelations	5
1036	JGI3	mean topological charge index of order 3	8	2D autocorrelations	Topological charge autocorrelations	5
1037	JGI4	mean topological charge index of order 4	8	2D autocorrelations	Topological charge autocorrelations	5
1038	JGI5	mean topological charge index of order 5	8	2D autocorrelations	Topological charge autocorrelations	5
1039	JGI6	mean topological charge index of order 6	8	2D autocorrelations	Topological charge autocorrelations	5
1040	JGI7	mean topological charge index of order 7	8	2D autocorrelations	Topological charge autocorrelations	5
1041	JGI8	mean topological charge index of order 8	8	2D autocorrelations	Topological charge autocorrelations	5
1042	JGI9	mean topological charge index of order 9	8	2D autocorrelations	Topological charge autocorrelations	5
1043	JGI10	mean topological charge index of order 10	8	2D autocorrelations	Topological charge autocorrelations	5
1044	JGT	global topological charge index	8	2D autocorrelations	Topological charge autocorrelations	5
1045	SpMax1_Bh(m)	largest eigenvalue n. 1 of Burden matrix weighted by mass	9	Burden eigenvalues	Largest eigenvalues	1
1046	SpMax2_Bh(m)	largest eigenvalue n. 2 of Burden matrix weighted by mass	9	Burden eigenvalues	Largest eigenvalues	1
1047	SpMax3_Bh(m)	largest eigenvalue n. 3 of Burden matrix weighted by mass	9	Burden eigenvalues	Largest eigenvalues	1
1048	SpMax4_Bh(m)	largest eigenvalue n. 4 of Burden matrix weighted by mass	9	Burden eigenvalues	Largest eigenvalues	1
1049	SpMax5_Bh(m)	largest eigenvalue n. 5 of Burden matrix weighted by mass	9	Burden eigenvalues	Largest eigenvalues	1
1050	SpMax6_Bh(m)	largest eigenvalue n. 6 of Burden matrix weighted by mass	9	Burden eigenvalues	Largest eigenvalues	1
1051	SpMax7_Bh(m)	largest eigenvalue n. 7 of Burden matrix weighted by mass	9	Burden eigenvalues	Largest eigenvalues	1
1052	SpMax8_Bh(m)	largest eigenvalue n. 8 of Burden matrix weighted by mass	9	Burden eigenvalues	Largest eigenvalues	1
1053	SpMax1_Bh(v)	largest eigenvalue n. 1 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Largest eigenvalues	1
1054	SpMax2_Bh(v)	largest eigenvalue n. 2 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Largest eigenvalues	1
1055	SpMax3_Bh(v)	largest eigenvalue n. 3 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Largest eigenvalues	1
1056	SpMax4_Bh(v)	largest eigenvalue n. 4 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Largest eigenvalues	1
1057	SpMax5_Bh(v)	largest eigenvalue n. 5 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Largest eigenvalues	1
1058	SpMax6_Bh(v)	largest eigenvalue n. 6 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Largest eigenvalues	1
1059	SpMax7_Bh(v)	largest eigenvalue n. 7 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Largest eigenvalues	1
1060	SpMax8_Bh(v)	largest eigenvalue n. 8 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Largest eigenvalues	1
1061	SpMax1_Bh(e)	largest eigenvalue n. 1 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Largest eigenvalues	1
1062	SpMax2_Bh(e)	largest eigenvalue n. 2 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Largest eigenvalues	1
1063	SpMax3_Bh(e)	largest eigenvalue n. 3 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Largest eigenvalues	1
1064	SpMax4_Bh(e)	largest eigenvalue n. 4 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Largest eigenvalues	1
1065	SpMax5_Bh(e)	largest eigenvalue n. 5 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Largest eigenvalues	1
1066	SpMax6_Bh(e)	largest eigenvalue n. 6 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Largest eigenvalues	1
1067	SpMax7_Bh(e)	largest eigenvalue n. 7 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Largest eigenvalues	1
1068	SpMax8_Bh(e)	largest eigenvalue n. 8 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Largest eigenvalues	1
1069	SpMax1_Bh(p)	largest eigenvalue n. 1 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Largest eigenvalues	1
1070	SpMax2_Bh(p)	largest eigenvalue n. 2 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Largest eigenvalues	1
1071	SpMax3_Bh(p)	largest eigenvalue n. 3 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Largest eigenvalues	1
1072	SpMax4_Bh(p)	largest eigenvalue n. 4 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Largest eigenvalues	1
1073	SpMax5_Bh(p)	largest eigenvalue n. 5 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Largest eigenvalues	1
1074	SpMax6_Bh(p)	largest eigenvalue n. 6 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Largest eigenvalues	1
1075	SpMax7_Bh(p)	largest eigenvalue n. 7 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Largest eigenvalues	1
1076	SpMax8_Bh(p)	largest eigenvalue n. 8 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Largest eigenvalues	1
1077	SpMax1_Bh(i)	largest eigenvalue n. 1 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Largest eigenvalues	1
1078	SpMax2_Bh(i)	largest eigenvalue n. 2 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Largest eigenvalues	1
1079	SpMax3_Bh(i)	largest eigenvalue n. 3 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Largest eigenvalues	1
1080	SpMax4_Bh(i)	largest eigenvalue n. 4 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Largest eigenvalues	1
1081	SpMax5_Bh(i)	largest eigenvalue n. 5 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Largest eigenvalues	1
1082	SpMax6_Bh(i)	largest eigenvalue n. 6 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Largest eigenvalues	1
1083	SpMax7_Bh(i)	largest eigenvalue n. 7 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Largest eigenvalues	1
1084	SpMax8_Bh(i)	largest eigenvalue n. 8 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Largest eigenvalues	1
1085	SpMax1_Bh(s)	largest eigenvalue n. 1 of Burden matrix weighted by I-state	9	Burden eigenvalues	Largest eigenvalues	1
1086	SpMax2_Bh(s)	largest eigenvalue n. 2 of Burden matrix weighted by I-state	9	Burden eigenvalues	Largest eigenvalues	1
1087	SpMax3_Bh(s)	largest eigenvalue n. 3 of Burden matrix weighted by I-state	9	Burden eigenvalues	Largest eigenvalues	1
1088	SpMax4_Bh(s)	largest eigenvalue n. 4 of Burden matrix weighted by I-state	9	Burden eigenvalues	Largest eigenvalues	1
1089	SpMax5_Bh(s)	largest eigenvalue n. 5 of Burden matrix weighted by I-state	9	Burden eigenvalues	Largest eigenvalues	1
1090	SpMax6_Bh(s)	largest eigenvalue n. 6 of Burden matrix weighted by I-state	9	Burden eigenvalues	Largest eigenvalues	1
1091	SpMax7_Bh(s)	largest eigenvalue n. 7 of Burden matrix weighted by I-state	9	Burden eigenvalues	Largest eigenvalues	1
1092	SpMax8_Bh(s)	largest eigenvalue n. 8 of Burden matrix weighted by I-state	9	Burden eigenvalues	Largest eigenvalues	1
1093	SpMin1_Bh(m)	smallest eigenvalue n. 1 of Burden matrix weighted by mass	9	Burden eigenvalues	Smallest eigenvalues	2
1094	SpMin2_Bh(m)	smallest eigenvalue n. 2 of Burden matrix weighted by mass	9	Burden eigenvalues	Smallest eigenvalues	2
1095	SpMin3_Bh(m)	smallest eigenvalue n. 3 of Burden matrix weighted by mass	9	Burden eigenvalues	Smallest eigenvalues	2
1096	SpMin4_Bh(m)	smallest eigenvalue n. 4 of Burden matrix weighted by mass	9	Burden eigenvalues	Smallest eigenvalues	2
1097	SpMin5_Bh(m)	smallest eigenvalue n. 5 of Burden matrix weighted by mass	9	Burden eigenvalues	Smallest eigenvalues	2
1098	SpMin6_Bh(m)	smallest eigenvalue n. 6 of Burden matrix weighted by mass	9	Burden eigenvalues	Smallest eigenvalues	2
1099	SpMin7_Bh(m)	smallest eigenvalue n. 7 of Burden matrix weighted by mass	9	Burden eigenvalues	Smallest eigenvalues	2
1100	SpMin8_Bh(m)	smallest eigenvalue n. 8 of Burden matrix weighted by mass	9	Burden eigenvalues	Smallest eigenvalues	2
1101	SpMin1_Bh(v)	smallest eigenvalue n. 1 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Smallest eigenvalues	2
1102	SpMin2_Bh(v)	smallest eigenvalue n. 2 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Smallest eigenvalues	2
1103	SpMin3_Bh(v)	smallest eigenvalue n. 3 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Smallest eigenvalues	2
1104	SpMin4_Bh(v)	smallest eigenvalue n. 4 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Smallest eigenvalues	2
1105	SpMin5_Bh(v)	smallest eigenvalue n. 5 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Smallest eigenvalues	2
1106	SpMin6_Bh(v)	smallest eigenvalue n. 6 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Smallest eigenvalues	2
1107	SpMin7_Bh(v)	smallest eigenvalue n. 7 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Smallest eigenvalues	2
1108	SpMin8_Bh(v)	smallest eigenvalue n. 8 of Burden matrix weighted by van der Waals volume	9	Burden eigenvalues	Smallest eigenvalues	2
1109	SpMin1_Bh(e)	smallest eigenvalue n. 1 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Smallest eigenvalues	2
1110	SpMin2_Bh(e)	smallest eigenvalue n. 2 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Smallest eigenvalues	2
1111	SpMin3_Bh(e)	smallest eigenvalue n. 3 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Smallest eigenvalues	2
1112	SpMin4_Bh(e)	smallest eigenvalue n. 4 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Smallest eigenvalues	2
1113	SpMin5_Bh(e)	smallest eigenvalue n. 5 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Smallest eigenvalues	2
1114	SpMin6_Bh(e)	smallest eigenvalue n. 6 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Smallest eigenvalues	2
1115	SpMin7_Bh(e)	smallest eigenvalue n. 7 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Smallest eigenvalues	2
1116	SpMin8_Bh(e)	smallest eigenvalue n. 8 of Burden matrix weighted by Sanderson electronegativity	9	Burden eigenvalues	Smallest eigenvalues	2
1117	SpMin1_Bh(p)	smallest eigenvalue n. 1 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Smallest eigenvalues	2
1118	SpMin2_Bh(p)	smallest eigenvalue n. 2 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Smallest eigenvalues	2
1119	SpMin3_Bh(p)	smallest eigenvalue n. 3 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Smallest eigenvalues	2
1120	SpMin4_Bh(p)	smallest eigenvalue n. 4 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Smallest eigenvalues	2
1121	SpMin5_Bh(p)	smallest eigenvalue n. 5 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Smallest eigenvalues	2
1122	SpMin6_Bh(p)	smallest eigenvalue n. 6 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Smallest eigenvalues	2
1123	SpMin7_Bh(p)	smallest eigenvalue n. 7 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Smallest eigenvalues	2
1124	SpMin8_Bh(p)	smallest eigenvalue n. 8 of Burden matrix weighted by polarizability	9	Burden eigenvalues	Smallest eigenvalues	2
1125	SpMin1_Bh(i)	smallest eigenvalue n. 1 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Smallest eigenvalues	2
1126	SpMin2_Bh(i)	smallest eigenvalue n. 2 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Smallest eigenvalues	2
1127	SpMin3_Bh(i)	smallest eigenvalue n. 3 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Smallest eigenvalues	2
1128	SpMin4_Bh(i)	smallest eigenvalue n. 4 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Smallest eigenvalues	2
1129	SpMin5_Bh(i)	smallest eigenvalue n. 5 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Smallest eigenvalues	2
1130	SpMin6_Bh(i)	smallest eigenvalue n. 6 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Smallest eigenvalues	2
1131	SpMin7_Bh(i)	smallest eigenvalue n. 7 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Smallest eigenvalues	2
1132	SpMin8_Bh(i)	smallest eigenvalue n. 8 of Burden matrix weighted by ionization potential	9	Burden eigenvalues	Smallest eigenvalues	2
1133	SpMin1_Bh(s)	smallest eigenvalue n. 1 of Burden matrix weighted by I-state	9	Burden eigenvalues	Smallest eigenvalues	2
1134	SpMin2_Bh(s)	smallest eigenvalue n. 2 of Burden matrix weighted by I-state	9	Burden eigenvalues	Smallest eigenvalues	2
1135	SpMin3_Bh(s)	smallest eigenvalue n. 3 of Burden matrix weighted by I-state	9	Burden eigenvalues	Smallest eigenvalues	2
1136	SpMin4_Bh(s)	smallest eigenvalue n. 4 of Burden matrix weighted by I-state	9	Burden eigenvalues	Smallest eigenvalues	2
1137	SpMin5_Bh(s)	smallest eigenvalue n. 5 of Burden matrix weighted by I-state	9	Burden eigenvalues	Smallest eigenvalues	2
1138	SpMin6_Bh(s)	smallest eigenvalue n. 6 of Burden matrix weighted by I-state	9	Burden eigenvalues	Smallest eigenvalues	2
1139	SpMin7_Bh(s)	smallest eigenvalue n. 7 of Burden matrix weighted by I-state	9	Burden eigenvalues	Smallest eigenvalues	2
1140	SpMin8_Bh(s)	smallest eigenvalue n. 8 of Burden matrix weighted by I-state	9	Burden eigenvalues	Smallest eigenvalues	2
1141	P_VSA_LogP_1	"P_VSA-like on LogP, bin 1"	10	P_VSA-like descriptors	LogP	1
1142	P_VSA_LogP_2	"P_VSA-like on LogP, bin 2"	10	P_VSA-like descriptors	LogP	1
1143	P_VSA_LogP_3	"P_VSA-like on LogP, bin 3"	10	P_VSA-like descriptors	LogP	1
1144	P_VSA_LogP_4	"P_VSA-like on LogP, bin 4"	10	P_VSA-like descriptors	LogP	1
1145	P_VSA_LogP_5	"P_VSA-like on LogP, bin 5"	10	P_VSA-like descriptors	LogP	1
1146	P_VSA_LogP_6	"P_VSA-like on LogP, bin 6"	10	P_VSA-like descriptors	LogP	1
1147	P_VSA_LogP_7	"P_VSA-like on LogP, bin 7"	10	P_VSA-like descriptors	LogP	1
1148	P_VSA_LogP_8	"P_VSA-like on LogP, bin 8"	10	P_VSA-like descriptors	LogP	1
1149	P_VSA_MR_1	"P_VSA-like on Molar Refractivity, bin 1"	10	P_VSA-like descriptors	Molar Refractivity	2
1150	P_VSA_MR_2	"P_VSA-like on Molar Refractivity, bin 2"	10	P_VSA-like descriptors	Molar Refractivity	2
1151	P_VSA_MR_3	"P_VSA-like on Molar Refractivity, bin 3"	10	P_VSA-like descriptors	Molar Refractivity	2
1152	P_VSA_MR_4	"P_VSA-like on Molar Refractivity, bin 4"	10	P_VSA-like descriptors	Molar Refractivity	2
1153	P_VSA_MR_5	"P_VSA-like on Molar Refractivity, bin 5"	10	P_VSA-like descriptors	Molar Refractivity	2
1154	P_VSA_MR_6	"P_VSA-like on Molar Refractivity, bin 6"	10	P_VSA-like descriptors	Molar Refractivity	2
1155	P_VSA_MR_7	"P_VSA-like on Molar Refractivity, bin 7"	10	P_VSA-like descriptors	Molar Refractivity	2
1156	P_VSA_MR_8	"P_VSA-like on Molar Refractivity, bin 8"	10	P_VSA-like descriptors	Molar Refractivity	2
1157	P_VSA_m_1	"P_VSA-like on mass, bin 1"	10	P_VSA-like descriptors	Mass	3
1158	P_VSA_m_2	"P_VSA-like on mass, bin 2"	10	P_VSA-like descriptors	Mass	3
1159	P_VSA_m_3	"P_VSA-like on mass, bin 3"	10	P_VSA-like descriptors	Mass	3
1160	P_VSA_m_4	"P_VSA-like on mass, bin 4"	10	P_VSA-like descriptors	Mass	3
1161	P_VSA_m_5	"P_VSA-like on mass, bin 5"	10	P_VSA-like descriptors	Mass	3
1162	P_VSA_v_1	"P_VSA-like on van der Waals volume, bin 1"	10	P_VSA-like descriptors	Van der Waals volume	4
1163	P_VSA_v_2	"P_VSA-like on van der Waals volume, bin 2"	10	P_VSA-like descriptors	Van der Waals volume	4
1164	P_VSA_v_3	"P_VSA-like on van der Waals volume, bin 3"	10	P_VSA-like descriptors	Van der Waals volume	4
1165	P_VSA_v_4	"P_VSA-like on van der Waals volume, bin 4"	10	P_VSA-like descriptors	Van der Waals volume	4
1166	P_VSA_e_1	"P_VSA-like on Sanderson electronegativity, bin 1"	10	P_VSA-like descriptors	Sanderson electronegativity	5
1167	P_VSA_e_2	"P_VSA-like on Sanderson electronegativity, bin 2"	10	P_VSA-like descriptors	Sanderson electronegativity	5
1168	P_VSA_e_3	"P_VSA-like on Sanderson electronegativity, bin 3"	10	P_VSA-like descriptors	Sanderson electronegativity	5
1169	P_VSA_e_4	"P_VSA-like on Sanderson electronegativity, bin 4"	10	P_VSA-like descriptors	Sanderson electronegativity	5
1170	P_VSA_e_5	"P_VSA-like on Sanderson electronegativity, bin 5"	10	P_VSA-like descriptors	Sanderson electronegativity	5
1171	P_VSA_e_6	"P_VSA-like on Sanderson electronegativity, bin 6"	10	P_VSA-like descriptors	Sanderson electronegativity	5
1172	P_VSA_p_1	"P_VSA-like on polarizability, bin 1"	10	P_VSA-like descriptors	Polarizability	6
1173	P_VSA_p_2	"P_VSA-like on polarizability, bin 2"	10	P_VSA-like descriptors	Polarizability	6
1174	P_VSA_p_3	"P_VSA-like on polarizability, bin 3"	10	P_VSA-like descriptors	Polarizability	6
1175	P_VSA_p_4	"P_VSA-like on polarizability, bin 4"	10	P_VSA-like descriptors	Polarizability	6
1176	P_VSA_i_1	"P_VSA-like on ionization potential, bin 1"	10	P_VSA-like descriptors	Ionization Potential	7
1177	P_VSA_i_2	"P_VSA-like on ionization potential, bin 2"	10	P_VSA-like descriptors	Ionization Potential	7
1178	P_VSA_i_3	"P_VSA-like on ionization potential, bin 3"	10	P_VSA-like descriptors	Ionization Potential	7
1179	P_VSA_i_4	"P_VSA-like on ionization potential, bin 4"	10	P_VSA-like descriptors	Ionization Potential	7
1180	P_VSA_s_1	"P_VSA-like on I-state, bin 1"	10	P_VSA-like descriptors	Intrinsic State	8
1181	P_VSA_s_2	"P_VSA-like on I-state, bin 2"	10	P_VSA-like descriptors	Intrinsic State	8
1182	P_VSA_s_3	"P_VSA-like on I-state, bin 3"	10	P_VSA-like descriptors	Intrinsic State	8
1183	P_VSA_s_4	"P_VSA-like on I-state, bin 4"	10	P_VSA-like descriptors	Intrinsic State	8
1184	P_VSA_s_5	"P_VSA-like on I-state, bin 5"	10	P_VSA-like descriptors	Intrinsic State	8
1185	P_VSA_s_6	"P_VSA-like on I-state, bin 6"	10	P_VSA-like descriptors	Intrinsic State	8
1186	Eta_alpha	eta core count	11	ETA indices	Basic descriptors	1
1187	Eta_alpha_A	eta average core count	11	ETA indices	Basic descriptors	1
1188	Eta_epsi	eta electronegativity measure	11	ETA indices	Basic descriptors	1
1189	Eta_epsi_A	eta average electronegativity measure	11	ETA indices	Basic descriptors	1
1190	Eta_betaS	eta sigma VEM count	11	ETA indices	Basic descriptors	1
1191	Eta_betaS_A	eta sigma average VEM coun	11	ETA indices	Basic descriptors	1
1192	Eta_betaP	eta pi and lone pair VEM count	11	ETA indices	Basic descriptors	1
1193	Eta_betaP_A	eta pi and lone pair average VEM count	11	ETA indices	Basic descriptors	1
1194	Eta_beta	eta VEM count	11	ETA indices	Basic descriptors	1
1195	Eta_beta_A	eta average VEM count	11	ETA indices	Basic descriptors	1
1196	Eta_C	eta composite index	11	ETA indices	Basic descriptors	1
1197	Eta_C_A	eta average composite index	11	ETA indices	Basic descriptors	1
1198	Eta_L	eta local composite index	11	ETA indices	Basic descriptors	1
1199	Eta_L_A	eta average local composite index	11	ETA indices	Basic descriptors	1
1200	Eta_F	eta functionality index	11	ETA indices	Basic descriptors	1
1201	Eta_F_A	eta average functionality index	11	ETA indices	Basic descriptors	1
1202	Eta_FL	eta local functionality index	11	ETA indices	Basic descriptors	1
1203	Eta_FL_A	eta average local functionality index	11	ETA indices	Basic descriptors	1
1204	Eta_B	eta branching index	11	ETA indices	Basic descriptors	1
1205	Eta_B_A	eta average branching index	11	ETA indices	Basic descriptors	1
1206	Eta_sh_p	eta p shape index	11	ETA indices	Basic descriptors	1
1207	Eta_sh_y	eta y shape index	11	ETA indices	Basic descriptors	1
1208	Eta_sh_x	eta x shape index	11	ETA indices	Basic descriptors	1
1209	SpMax_EA	leading eigenvalue from edge adjacency mat.	12	Edge adjacency indices	Spectral indices	1
1210	SpMaxA_EA	normalized leading eigenvalue from edge adjacency mat.	12	Edge adjacency indices	Spectral indices	1
1211	SpDiam_EA	spectral diameter from edge adjacency mat.	12	Edge adjacency indices	Spectral indices	1
1212	SpAD_EA	spectral absolute deviation from edge adjacency mat.	12	Edge adjacency indices	Spectral indices	1
1213	SpMAD_EA	spectral mean absolute deviation from edge adjacency mat.	12	Edge adjacency indices	Spectral indices	1
1214	SpMax_EA(ed)	leading eigenvalue from edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1215	SpMaxA_EA(ed)	normalized leading eigenvalue from edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1216	SpDiam_EA(ed)	spectral diameter from edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1217	SpAD_EA(ed)	spectral absolute deviation from edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1218	SpMAD_EA(ed)	spectral mean absolute deviation from edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1219	SpMax_EA(bo)	leading eigenvalue from edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1220	SpMaxA_EA(bo)	normalized leading eigenvalue from edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1221	SpDiam_EA(bo)	spectral diameter from edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1222	SpAD_EA(bo)	spectral absolute deviation from edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1223	SpMAD_EA(bo)	spectral mean absolute deviation from edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1224	SpMax_EA(dm)	leading eigenvalue from edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1225	SpMaxA_EA(dm)	normalized leading eigenvalue from edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1226	SpDiam_EA(dm)	spectral diameter from edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1227	SpAD_EA(dm)	spectral absolute deviation from edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1228	SpMAD_EA(dm)	spectral mean absolute deviation from edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1229	SpMax_EA(ri)	leading eigenvalue from edge adjacency mat. weighted by resonance integral	12	Edge adjacency indices	Spectral indices	1
1230	SpMaxA_EA(ri)	normalized leading eigenvalue from edge adjacency mat. weighted by resonance integral	12	Edge adjacency indices	Spectral indices	1
1231	SpDiam_EA(ri)	spectral diameter from edge adjacency mat. weighted by resonance integral	12	Edge adjacency indices	Spectral indices	1
1232	SpAD_EA(ri)	spectral absolute deviation from edge adjacency mat. weighted by resonance integral	12	Edge adjacency indices	Spectral indices	1
1233	SpMAD_EA(ri)	spectral mean absolute deviation from edge adjacency mat. weighted by resonance integral	12	Edge adjacency indices	Spectral indices	1
1234	SpMax_AEA(ed)	leading eigenvalue from augmented edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1235	SpMaxA_AEA(ed)	normalized leading eigenvalue from augmented edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1236	SpDiam_AEA(ed)	spectral diameter from augmented edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1237	SpAD_AEA(ed)	spectral absolute deviation from augmented edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1238	SpMAD_AEA(ed)	spectral mean absolute deviation from augmented edge adjacency mat. weighted by edge degree	12	Edge adjacency indices	Spectral indices	1
1239	SpMax_AEA(bo)	leading eigenvalue from augmented edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1240	SpMaxA_AEA(bo)	normalized leading eigenvalue from augmented edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1241	SpDiam_AEA(bo)	spectral diameter from augmented edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1242	SpAD_AEA(bo)	spectral absolute deviation from augmented edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1243	SpMAD_AEA(bo)	spectral mean absolute deviation from augmented edge adjacency mat. weighted by bond order	12	Edge adjacency indices	Spectral indices	1
1244	SpMax_AEA(dm)	leading eigenvalue from augmented edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1245	SpMaxA_AEA(dm)	normalized leading eigenvalue from augmented edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1246	SpDiam_AEA(dm)	spectral diameter from augmented edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1247	SpAD_AEA(dm)	spectral absolute deviation from augmented edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1248	SpMAD_AEA(dm)	spectral mean absolute deviation from augmented edge adjacency mat. weighted by dipole moment	12	Edge adjacency indices	Spectral indices	1
1249	SpMax_AEA(ri)	leading eigenvalue from augmented edge adjacency mat. weighted by resonance integral	12	Edge adjacency indices	Spectral indices	1
1250	SpMaxA_AEA(ri)	normalized leading eigenvalue from augmented edge adjacency mat. weighted by resonance integral	12	Edge adjacency indices	Spectral indices	1
1251	SpDiam_AEA(ri)	spectral diameter from augmented edge adjacency mat. weighted by resonance integral	12	Edge adjacency indices	Spectral indices	1
